重庆润栎建筑劳务有限公司	106.559674,29.534276
重庆梵欧建筑装饰工程有限公司	106.572836,29.514272
重庆亿泽兴科技有限公司	106.568801,29.531867
重庆玉珂商贸有限公司	106.522295,29.596829
重庆团碾建筑劳务有限公司	106.402904,29.801176
重庆伊彧思装饰工程有限公司	106.528135,29.349263
重庆阙静诚农业开发有限公司	106.280525,29.264083
世融行（重庆）智慧生活服务有限公司	108.373312,30.812717
重庆彭雷园林景观工程有限公司	106.631187,29.718143
重庆闵途建筑工程有限公司	106.566754,29.539534
重庆利园馨花木种植有限公司	106.321327,29.474154
重庆宜叶集团有限公司	108.440910,30.780613
重庆星池建筑劳务有限公司	106.280517,29.279399
中园中创建筑设计院重庆有限公司	106.609319,29.648762
重庆科申建筑劳务有限公司	106.148266,29.065605
重庆勤铭市政设施有限公司	106.530424,29.561709
重庆懿健园艺有限公司	106.209182,28.952553
重庆市江津区四屏镇硒世供销合作社有限公司	106.473186,28.630383
重庆润昇富园林景观工程有限公司	106.545927,29.586081
重庆市巴南区杨星才淡水鱼养殖场	106.920712,29.184076
重庆博特环保工程有限公司	106.492476,29.588771
重庆雅室建筑装饰工程有限公司	106.514622,29.586356
重庆朋升农业开发有限公司	106.247811,29.276584
重庆瀚诺建筑工程有限公司	106.536590,29.575595
重庆成上东环保科技有限公司	106.457962,29.538505
重庆新玖承建筑劳务有限公司	106.533578,29.567405
重庆百林建筑装饰工程有限公司	106.541111,29.579504
重庆达康优人力资源管理有限公司	106.565449,29.555070
重庆成承诚市政工程有限公司	106.498269,29.376772
重庆开平建筑工程有限公司	106.644428,29.500297
重庆尧玖劳务有限公司	106.531893,29.438019
重庆青春环保科技有限公司	106.523140,29.360087
重庆思悦家政服务有限责任公司	106.522297,29.603451
重庆永霖包装有限公司	106.666929,29.668886
重庆本美装饰设计工程有限公司	106.546257,29.588709
重庆拓兴环保设备有限公司	106.433197,29.830780
重庆鑫耀物业管理有限责任公司	106.571990,29.588886
重庆城光园林绿化工程有限公司	106.373951,29.573487
重庆嘉润工程勘察设计有限公司	106.517621,29.379546
重庆大禾天农生态农业发展有限公司	106.813706,29.911760
重庆妙知机械设备有限公司	106.445122,29.822616
重庆合荣丰装饰工程有限公司	106.366158,29.462475
重庆骁勇实业有限公司	106.594881,29.569909
重庆一叠装饰设计有限公司	108.451231,30.755222
重庆辉顺建筑劳务有限公司	106.424778,29.815954
重庆庆怡园林有限公司	106.570723,29.553424
重庆晓群建筑劳务有限公司	108.759620,30.529681
重庆梵物室内设计有限公司	106.572105,29.588251
重庆睿远装饰材料有限公司	106.460190,29.539460
重庆丰忠建筑劳务有限公司	106.503918,29.583562
重庆千星泉环保科技有限公司	106.631187,29.718143
鹄之志建筑劳务（重庆）有限公司	查询失败
重庆辉之阳物业管理有限公司	106.484826,29.577498
众菜大叔（重庆）农业科技有限公司	106.525686,29.599007
中规（重庆）工程设计研究院有限公司	查询失败
重庆溢昌合建筑劳务有限公司	108.616795,30.813663
重庆远沃建筑工程有限公司	106.549795,29.436681
重庆点赞家政服务有限公司	106.341513,29.621508
重庆锦轩建材有限公司	106.368451,29.485537
重庆渝锦龙实业有限公司	106.533383,29.578665
方寸原野（重庆）文化旅游发展有限公司	106.400055,29.819889
重庆凯创通商贸有限公司	106.651565,29.744148
重庆万渝誉业物业管理有限公司	106.444720,29.597709
重庆峰乾农业发展有限公司	106.523290,29.588895
重庆喜乐居建筑装饰有限公司	106.458145,29.556080
重庆希维尔环境科技有限公司	106.653886,29.619205
重庆市渝北区圣金益畜禽养殖场	106.961956,29.766409
重庆兴辰晟建筑劳务有限公司	106.303135,29.606070
重庆署光清洁服务有限公司	106.545054,29.517793
重庆宾果广告传媒有限公司	106.505351,29.536840
重庆坚创建筑工程有限公司	106.563005,29.529992
重庆市佰晟隆建筑劳务有限责任公司	108.384684,30.807795
重庆高鼎农业发展有限公司	106.514904,29.586911
重庆爱曦酒店管理有限公司	106.559832,29.570378
重庆市双环建材有限公司	108.460220,30.774998
重庆彤烁园林工程有限公司	106.476809,29.561500
重庆正中人力资源管理有限公司	106.563942,29.528659
重庆恒挖劳务有限公司	106.583150,29.727038
重庆定山园林有限公司	106.287175,29.455796
重庆凡锡装饰工程有限公司	106.535089,29.557593
重庆市鑫旗达农业开发有限公司	108.364712,30.728312
重庆绅合锋实业有限公司	106.386079,29.630154
重庆暖阁装饰设计有限责任公司	106.532536,29.572119
重庆津硒绿粮生态农业发展有限公司	106.441897,29.057474
重庆渝狼文化传播有限公司	106.492746,29.572042
重庆机域福建筑劳务有限公司	106.427077,29.831465
重庆叁地建筑劳务有限公司	106.598170,29.667755
重庆渡立建筑劳务有限公司	106.366137,29.618090
战马传媒（重庆）有限公司	106.543852,29.520616
重庆凯春建材有限公司	106.283444,29.449994
中寰净地（重庆）环境技术有限公司	106.471640,29.554282
重庆天寿建筑工程有限公司	106.471521,29.726641
重庆诚胜安物业管理有限公司	106.528170,29.575630
重庆森雅园林工程有限责任公司	106.612803,29.719319
重庆罗中乐农业发展有限公司	106.398217,29.487226
重庆奥铭生态农业开发有限公司	106.281847,29.275813
重庆震华建筑工程设备租赁有限公司	106.605049,29.690178
重庆纤夫科技有限公司	108.406478,30.799825
重庆泰冠建筑工程有限公司	查询失败
重庆市千韵花木种植场	106.593400,29.367719
重庆钵镁世家商贸有限公司	106.515135,29.583455
重庆林椿榆商贸有限责任公司	106.451709,29.549347
重庆发鸿蒙大建设工程有限公司	106.561765,29.576712
重庆龙爪峪农业开发有限公司	106.687787,29.682108
重庆工品信息科技有限公司	106.366158,29.462475
重庆市凤金建材有限公司	106.571585,29.525904
重庆巢流商贸有限公司	106.524819,29.535464
重庆山绿玖园林绿化有限公司	106.448327,29.525822
重庆锋胜清洁服务有限公司	查询失败
重庆市江津区环益生态农业发展有限公司	106.190858,29.312317
重庆新尚照明工程设计有限责任公司	106.570171,29.559673
重庆银航网络科技有限公司	106.524808,29.598446
重庆荣欣花木有限公司	106.624490,29.539989
重庆培信园林景观工程有限公司	106.541111,29.579504
重庆洋滋能源科技有限公司	106.481688,29.587105
重庆宝爵汽车维修有限公司	108.415497,30.815176
重庆蓝希生活服务有限公司	106.388566,29.635175
重庆恒霆环境科技有限公司	106.500946,29.599952
重庆市巴南区长岗果园	106.760483,29.294178
重庆创壹恒装饰工程有限公司	106.524223,29.599195
重庆迷雅园林景观工程有限公司	106.377425,29.672705
重庆鸣靖轩电子商务有限公司	106.306445,29.582937
重庆飞购科技有限公司	106.547370,29.593813
重庆和昌水泥制品有限公司	106.564230,29.283554
重庆晶华达新材料有限公司	106.516397,29.591311
重庆博野建筑工程有限公司	106.520476,29.601423
重庆绿来餐饮文化有限公司	106.516734,29.586956
重庆庭涵农业开发有限公司	108.840128,30.648344
重庆依斯倍环保科技有限公司	106.389241,29.799692
重庆鑫骋物业管理有限公司	106.824566,30.016850
重庆雪湖鱼生态农业发展有限公司	106.377008,29.490979
重庆缙泉烧文化艺术有限公司	106.307697,29.636936
重庆我要发农业科技有限公司	106.572906,29.513912
重庆乡巴秋景劳务有限公司	106.278610,29.272062
重庆梦拓景观设计工程有限公司	106.369251,29.609585
重庆新时潮装饰工程有限公司	106.259064,29.319279
中钒设计咨询有限公司	106.711073,29.733011
重庆千万加建设工程有限公司	106.502825,29.583794
重庆渤川体育设施工程有限公司	查询失败
重庆向日葵装饰工程有限公司	106.539411,29.397450
重庆市杰通水泥制品有限公司	106.214103,29.276088
重庆曼菱装饰设计有限公司	106.301031,29.673344
重庆吉鸿建筑劳务有限责任公司	106.255929,29.268504
重庆圆周物业管理有限公司	106.269409,29.411638
重庆维博机械制造有限公司	106.148266,29.065605
福广星（重庆）传媒有限公司	106.447886,29.561368
重庆同城缘吉丰物业管理有限公司	106.571835,29.514624
重庆洁妙科技有限公司	查询失败
重庆陈列花木专业合作社	106.568515,29.867033
重庆泓琛雅建筑劳务有限公司	106.620528,29.699551
重庆丹泰建筑劳务有限公司	106.563623,29.530401
重庆喆松园林绿化有限公司	106.510994,29.365758
重庆美涛建筑安装工程有限公司	106.570552,29.555375
重庆汇居保洁服务有限责任公司	106.525428,29.585546
重庆佳昕保洁有限公司	106.592018,29.582857
重庆董钺旺工程设计咨询有限公司	108.376490,30.815042
仙麻（重庆）生物科技有限公司	106.614359,29.625717
重庆岩投生态环境科技有限公司	106.632183,29.498464
重庆海美怡农业发展有限公司	106.845880,29.849905
重庆鼎胜鑫商贸有限公司	106.388216,29.632715
重庆菜小递生态农业有限公司	106.626902,29.737004
重庆燕之云保洁服务有限公司	106.263535,29.280312
重庆猩选优品网络技术有限公司	106.263793,29.282300
重庆鹏之盛建筑工程有限公司	106.471946,29.731873
重庆市渝北区王远生家庭农场	106.934694,29.743786
重庆九维狐文化传播有限公司	108.388310,30.787794
重庆柏达装饰工程有限公司	106.523304,29.587467
重庆崇永化工科技有限公司	106.556482,29.578281
重庆市渝北区鑫家华家庭农场	106.728891,29.819246
重庆市巴南区思江淡水鱼养殖场	106.665850,29.429107
重庆新云星科技有限公司	106.463307,29.556999
重庆丰鑫建筑劳务有限公司	查询失败
重庆土石显胜建筑劳务有限公司	106.565571,29.285682
重庆群龙生物科技有限公司	106.613709,29.394458
重庆富诺建筑工程有限公司	108.398790,30.773087
重庆梓富建材有限公司	106.148266,29.065605
重庆协源物业管理有限公司	106.573235,29.555697
环发（重庆）企业管理咨询服务有限公司	106.515506,29.549697
重庆唯我旺企业管理有限公司	106.377425,29.672705
重庆道禄建筑劳务有限公司	106.484686,29.732318
重庆跃诚劳务有限公司	106.244534,29.309401
重庆纪卓工程咨询有限公司	106.575865,29.518120
重庆安皇园林有限公司	106.291710,29.443199
重庆建大园林设计工程有限公司	106.462748,29.563161
重庆民休共行旅游发展有限公司	106.577668,29.559137
重庆崃山金紫农业发展有限公司	106.274001,29.269234
重庆昂达再生资源有限公司	106.447447,29.834661
重庆政合社会风险评估咨询有限责任公司	106.557245,29.458527
重庆多昌建筑劳务有限公司	106.261062,29.279218
重庆津瑞诚建设工程有限公司	106.263535,29.280312
重庆万斯特建筑劳务有限公司	106.602499,29.698918
重庆长水实业集团有限公司	106.544937,29.593710
重庆艺贲天下装饰工程有限公司	106.361876,29.605446
重庆市豪巨装饰设计工程有限公司	108.439023,30.763692
重庆吉进清洁服务有限公司	106.285078,29.587003
重庆中怡智能家居有限公司	106.302676,29.211363
重庆锐臻园林绿化工程有限公司	106.370676,29.500312
重庆江鸟环保科技有限公司	106.601715,29.602878
重庆雨林空间商业管理有限公司	106.562370,29.581830
重庆欧殿建材有限公司	查询失败
重庆昊琦生态农业发展有限公司	106.296548,29.675044
重庆华敖环保科技有限公司	106.291996,29.217056
重庆智铭缙通信工程有限公司	106.389241,29.799692
重庆百世鑫装饰工程有限公司	106.338571,29.620604
重庆优肯建筑劳务有限公司	106.294762,29.392464
重庆新盛园林景观工程有限公司	106.533840,29.375528
重庆璞郡建设工程有限公司	106.566754,29.539534
重庆朗彬建筑设计中心	108.439564,30.774625
重庆市麒森园林工程有限公司	106.561845,29.900655
重庆蒂锐雅商贸有限公司	106.341784,29.617596
重庆博皓照明电器有限公司	查询失败
重庆闽峰林业开发有限公司	108.403324,30.804170
重庆玺泰建筑劳务有限公司	106.455992,29.542854
重庆祥驰勘测设计有限公司	106.497251,29.584628
重庆市江津区辉全家庭农场	106.004299,29.017024
重庆熙光尚商贸有限公司	106.595322,29.558697
重庆市琦霏建筑安装工程有限公司	查询失败
重庆市渝北区东河十三农业专业合作社	106.924959,29.936371
重庆国勇运输有限公司	106.389444,29.240285
重庆博林兴业环保科技有限公司	106.540725,29.575341
重庆渝仁建材有限公司	106.285455,29.450433
重庆百铭成文化旅游有限公司	106.517209,29.590578
重庆鼎森农业开发有限公司	106.618076,29.697902
重庆严杨浩业农业开发有限公司	106.514404,29.384580
重庆创欧家庭农场有限公司	106.403924,29.197571
重庆首研建材有限公司	106.563770,29.528752
重庆乾辰鑫装饰工程有限公司	108.383700,30.807053
